weapon_name,skin_name,pattern,backside_blue,backside_purple,backside_gold,playside_blue,playside_purple,playside_gold
Skeleton Knife,Case Hardened,961,80.79,3.36,15.85,10.17,3.14,86.69
Skeleton Knife,Case Hardened,210,21.35,0.83,77.82,72.46,1.61,25.93
Skeleton Knife,Case Hardened,663,35.99,16.65,47.36,45.08,10.96,43.97
Skeleton Knife,Case Hardened,121,41.63,11.47,46.9,28.32,4.35,67.33
Skeleton Knife,Case Hardened,405,5.54,8.9,85.57,4.49,5.45,90.07
Skeleton Knife,Case Hardened,361,0.93,2.51,96.56,1.39,5.23,93.38
Skeleton Knife,Case Hardened,693,63.32,3.53,33.15,51.17,2.69,46.14
Skeleton Knife,Case Hardened,33,9.13,2.16,88.72,3.08,3.73,93.2
Skeleton Knife,Case Hardened,109,40.69,7.42,51.89,19.94,3.59,76.47
Skeleton Knife,Case Hardened,107,0.06,0.01,99.93,58.02,10.16,31.82
Skeleton Knife,Case Hardened,984,5.62,3.03,91.35,0.33,4.64,95.03
Skeleton Knife,Case Hardened,448,26.12,19.95,53.93,43.49,15.75,40.76
Skeleton Knife,Case Hardened,57,33.27,8.68,58.05,25.95,13.48,60.57
Skeleton Knife,Case Hardened,966,6.2,2.39,91.41,27.09,4.37,68.54
Skeleton Knife,Case Hardened,719,19.48,7.06,73.46,53.97,6.26,39.77
Skeleton Knife,Case Hardened,862,70.18,5.92,23.9,5.82,5.98,88.2
Skeleton Knife,Case Hardened,323,20.25,13.05,66.69,16.02,21.24,62.74
Skeleton Knife,Case Hardened,434,57.69,3.0,39.31,11.92,1.36,86.72
Skeleton Knife,Case Hardened,132,42.26,12.54,45.21,2.88,5.37,91.75
Skeleton Knife,Case Hardened,449,3.63,0.69,95.68,84.93,6.11,8.96
Skeleton Knife,Case Hardened,776,67.86,0.57,31.58,36.54,0.81,62.64
Skeleton Knife,Case Hardened,334,58.98,7.58,33.44,45.28,4.57,50.15
Skeleton Knife,Case Hardened,669,46.23,8.83,44.94,56.52,5.26,38.22
Skeleton Knife,Case Hardened,278,53.75,5.82,40.43,24.41,8.69,66.91
Skeleton Knife,Case Hardened,629,32.52,10.31,57.16,4.14,1.82,94.04
Skeleton Knife,Case Hardened,741,28.44,7.27,64.29,2.81,8.89,88.3
Skeleton Knife,Case Hardened,10,63.29,3.6,33.11,53.47,8.14,38.39
Skeleton Knife,Case Hardened,770,47.45,5.93,46.62,8.37,1.16,90.48
Skeleton Knife,Case Hardened,435,0.26,0.09,99.66,0.35,3.31,96.34
Skeleton Knife,Case Hardened,845,38.22,6.19,55.59,32.61,6.25,61.14
Skeleton Knife,Case Hardened,348,16.45,21.39,62.16,31.31,15.13,53.55
Skeleton Knife,Case Hardened,517,2.26,3.9,93.84,15.58,3.37,81.06
Skeleton Knife,Case Hardened,505,46.65,12.89,40.46,7.47,2.99,89.54
Skeleton Knife,Case Hardened,398,1.97,5.45,92.58,3.99,3.96,92.05
Skeleton Knife,Case Hardened,77,53.0,21.56,25.44,31.73,7.65,60.62
Skeleton Knife,Case Hardened,192,0.5,0.76,98.73,35.05,10.38,54.57
Skeleton Knife,Case Hardened,952,38.57,9.12,52.31,44.41,9.72,45.88
Skeleton Knife,Case Hardened,835,21.82,4.05,74.14,19.47,5.64,74.89
Skeleton Knife,Case Hardened,895,0.41,2.62,96.97,3.97,0.62,95.41
Skeleton Knife,Case Hardened,915,4.16,1.0,94.83,61.99,3.24,34.77
Skeleton Knife,Case Hardened,229,3.0,3.69,93.3,0.79,0.2,99.01
Skeleton Knife,Case Hardened,168,45.71,8.14,46.15,35.13,4.81,60.06
Skeleton Knife,Case Hardened,720,0.68,1.1,98.21,0.59,0.11,99.3
Skeleton Knife,Case Hardened,180,84.81,6.67,8.52,75.94,6.79,17.27
Skeleton Knife,Case Hardened,876,12.98,13.4,73.62,22.56,20.91,56.53
Skeleton Knife,Case Hardened,570,20.51,4.02,75.47,19.02,1.33,79.65
Skeleton Knife,Case Hardened,621,38.86,3.49,57.65,36.74,10.72,52.54
Skeleton Knife,Case Hardened,125,38.33,12.91,48.76,5.17,11.38,83.45
Skeleton Knife,Case Hardened,187,40.21,1.31,58.48,60.26,3.25,36.49
Skeleton Knife,Case Hardened,430,34.6,4.01,61.39,52.94,4.58,42.48
Skeleton Knife,Case Hardened,557,89.83,0.38,9.79,11.23,2.43,86.35
Skeleton Knife,Case Hardened,473,24.18,1.21,74.61,28.45,3.83,67.72
Skeleton Knife,Case Hardened,303,18.17,7.63,74.2,10.87,4.89,84.24
